timestamp,Observed,XGB,GBR,SARIMA,SARIMAX
2023-09-01 08:00:00,542.000000,542.803467,538.183412,564.078261,495.560476
2023-09-01 09:00:00,489.420000,496.437988,496.796812,522.419233,427.066095
2023-09-01 10:00:00,438.720000,415.849274,426.580664,484.718243,364.870570
2023-09-01 11:00:00,425.730000,403.658264,417.717987,469.215223,342.278163
2023-09-01 12:00:00,415.000000,404.569427,416.227152,463.542107,343.311859
2023-09-01 13:00:00,392.000000,410.002106,412.307075,465.683211,349.110379
2023-09-01 14:00:00,400.000000,392.827209,398.251072,470.423100,331.277958
2023-09-01 15:00:00,435.000000,426.478729,423.230204,491.629023,355.575213
2023-09-01 16:00:00,483.660000,502.191071,472.716173,540.692166,434.305195
2023-09-01 17:00:00,584.220000,566.727844,527.660391,602.307240,512.454669
2023-09-01 18:00:00,720.000000,666.192749,660.676434,671.419761,628.429748
2023-09-01 19:00:00,760.000000,767.914978,794.853526,710.390563,723.174524
2023-09-01 20:00:00,800.000000,737.816406,757.263473,723.767284,730.909269
2023-09-01 21:00:00,710.100000,660.439453,677.086569,667.603740,673.318619
2023-09-01 22:00:00,590.000000,591.807800,644.721008,580.911757,559.949555
2023-09-01 23:00:00,505.270000,512.542786,526.285019,507.355008,490.599158
2023-09-02 00:00:00,500.000000,515.725403,494.584185,489.231168,450.974510
2023-09-02 01:00:00,470.000000,484.951630,488.240989,466.953099,463.064802
